"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","apm:apmNumber","apm:apmYear","apm:beginningBatesNumber","apm:endingBatesNumber","apm:startImage","apm:endImage","apm:boxSequence","apm:documentType","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
629591,"GMD042147.pdf","GMD042147.pdf","All Participant Memos","APMs","All Participant Memos","","98-7 - 1998","98-7","1998","APMS-0004-0481","APMS-0004-0495","1","15","228","APMs","","GMD042147","1"
25498,"GMD042154.pdf","GMD042154.pdf","All Participant Memos","APMs","All Participant Memos","","98-14 - 1998","98-14","1998","APMS-0004-0540","APMS-0004-0540","1","1","235","APMs","","GMD042154","1"
50298,"GMD042159.pdf","GMD042159.pdf","All Participant Memos","APMs","All Participant Memos","","98-19 - 1998","98-19","1998","APMS-0004-0594","APMS-0004-0594","1","1","240","APMs","","GMD042159","1"
125157,"GMD042161.pdf","GMD042161.pdf","All Participant Memos","APMs","All Participant Memos","","98-21 - 1998","98-21","1998","APMS-0004-0608","APMS-0004-0610","1","3","242","APMs","","GMD042161","1"
35303,"GMD042169.pdf","GMD042169.pdf","All Participant Memos","APMs","All Participant Memos","","98-29 - 1998","98-29","1998","APMS-0004-0704","APMS-0004-0704","1","1","250","APMs","","GMD042169","1"
28126,"GMD042173.pdf","GMD042173.pdf","All Participant Memos","APMs","All Participant Memos","","98-33 - 1998","98-33","1998","APMS-0004-0739","APMS-0004-0739","1","1","254","APMs","","GMD042173","1"
447105,"GMD042177.pdf","GMD042177.pdf","All Participant Memos","APMs","All Participant Memos","","98-37 - 1998","98-37","1998","APMS-0004-0752","APMS-0004-0764","1","13","258","APMs","","GMD042177","1"
133355,"GMD042181.pdf","GMD042181.pdf","All Participant Memos","APMs","All Participant Memos","","99-1 - 1999","99-1","1999","APMS-0004-0774","APMS-0004-0776","1","3","262","APMs","","GMD042181","1"
268844,"GMD042185.pdf","GMD042185.pdf","All Participant Memos","APMs","All Participant Memos","","99-5 - 1999","99-5","1999","APMS-0004-0796","APMS-0004-0800","1","5","266","APMs","","GMD042185","1"
506688,"GMD042189.pdf","GMD042189.pdf","All Participant Memos","APMs","All Participant Memos","","99-9 - 1999","99-9","1999","APMS-0004-0829","APMS-0004-0846","1","18","270","APMs","","GMD042189","1"
1690785,"GMD042193.pdf","GMD042193.pdf","All Participant Memos","APMs","All Participant Memos","","99-13 - 1999","99-13","1999","APMS-0004-0854","APMS-0004-0899","1","46","274","APMs","","GMD042193","1"
956066,"GMD042197.pdf","GMD042197.pdf","All Participant Memos","APMs","All Participant Memos","","99-18 - 1999","99-18","1999","APMS-0004-0923","APMS-0004-0951","1","29","279","APMs","","GMD042197","1"
111378,"GMD042201.pdf","GMD042201.pdf","All Participant Memos","APMs","All Participant Memos","","99-22 - 1999","99-22","1999","APMS-0004-0958","APMS-0004-0960","1","3","283","APMs","","GMD042201","1"
447389,"GMD042205.pdf","GMD042205.pdf","All Participant Memos","APMs","All Participant Memos","","99-26 - 1999","99-26","1999","APMS-0004-0977","APMS-0004-0989","1","13","287","APMs","","GMD042205","1"
96446,"GMD042213.pdf","GMD042213.pdf","All Participant Memos","APMs","All Participant Memos","","99-34 - 1999","99-34","1999","APMS-0004-1024","APMS-0004-1025","1","2","295","APMs","","GMD042213","1"
119262,"GMD042216.pdf","GMD042216.pdf","All Participant Memos","APMs","All Participant Memos","","99-37 - 1999","99-37","1999","APMS-0004-1037","APMS-0004-1040","1","4","298","APMs","","GMD042216","1"
69481,"GMD042217.pdf","GMD042217.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 2000","Table of Contents","2000","APMS-0004-1041","APMS-0004-1042","1","2","299","APMs","","GMD042217","1"
200907,"GMD042221.pdf","GMD042221.pdf","All Participant Memos","APMs","All Participant Memos","","00-4 - 2000","00-4","2000","APMS-0004-1057","APMS-0004-1060","1","4","303","APMs","","GMD042221","1"
118547,"GMD042227.pdf","GMD042227.pdf","All Participant Memos","APMs","All Participant Memos","","00-10 - 2000","00-10","2000","APMS-0004-1101","APMS-0004-1103","1","3","309","APMs","","GMD042227","1"
39692,"GMD042231.pdf","GMD042231.pdf","All Participant Memos","APMs","All Participant Memos","","00-14 - 2000","00-14","2000","APMS-0004-1123","APMS-0004-1123","1","1","313","APMs","","GMD042231","1"
154917,"GMD042235.pdf","GMD042235.pdf","All Participant Memos","APMs","All Participant Memos","","00-18 - 2000","00-18","2000","APMS-0004-1144","APMS-0004-1147","1","4","317","APMs","","GMD042235","1"
45714,"GMD042239.pdf","GMD042239.pdf","All Participant Memos","APMs","All Participant Memos","","2001-2 - 2001","2001-2","2001","APMS-0004-1157","APMS-0004-1157","1","1","321","APMs","","GMD042239","1"
42645,"GMD042243.pdf","GMD042243.pdf","All Participant Memos","APMs","All Participant Memos","","2001-6 - 2001","2001-6","2001","APMS-0004-1166","APMS-0004-1166","1","1","325","APMs","","GMD042243","1"
198755,"GMD042247.pdf","GMD042247.pdf","All Participant Memos","APMs","All Participant Memos","","2001-10 - 2001","2001-10","2001","APMS-0004-1283","APMS-0004-1286","1","4","329","APMs","","GMD042247","1"
80949,"GMD042255.pdf","GMD042255.pdf","All Participant Memos","APMs","All Participant Memos","","2001-18 - 2001","2001-18","2001","APMS-0004-1315","APMS-0004-1317","1","3","337","APMs","","GMD042255","1"
249436,"GMD042259.pdf","GMD042259.pdf","All Participant Memos","APMs","All Participant Memos","","2001-23 - 2001","2001-23","2001","APMS-0004-1338","APMS-0004-1343","1","6","342","APMs","","GMD042259","1"
83020,"GMD042267.pdf","GMD042267.pdf","All Participant Memos","APMs","All Participant Memos","","2001-31 - 2001","2001-31","2001","APMS-0004-1373","APMS-0004-1374","1","2","350","APMs","","GMD042267","1"
116330,"GMD042271.pdf","GMD042271.pdf","All Participant Memos","APMs","All Participant Memos","","2002-3 - 2002","2002-3","2002","APMS-0004-1384","APMS-0004-1387","1","4","354","APMs","","GMD042271","1"
116912,"GMD042275.pdf","GMD042275.pdf","All Participant Memos","APMs","All Participant Memos","","2002-7 - 2002","2002-7","2002","APMS-0004-1442","APMS-0004-1446","1","5","358","APMs","","GMD042275","1"
176692,"GMD042279.pdf","GMD042279.pdf","All Participant Memos","APMs","All Participant Memos","","2002-11 - 2002","2002-11","2002","APMS-0004-1623","APMS-0004-1626","1","4","362","APMs","","GMD042279","1"
167983,"GMD042283.pdf","GMD042283.pdf","All Participant Memos","APMs","All Participant Memos","","2002-15 - 2002","2002-15","2002","APMS-0004-1636","APMS-0004-1639","1","4","366","APMs","","GMD042283","1"
112974,"GMD042287.pdf","GMD042287.pdf","All Participant Memos","APMs","All Participant Memos","","2002-19 - 2002","2002-19","2002","APMS-0004-1658","APMS-0004-1661","1","4","370","APMs","","GMD042287","1"
123774,"GMD042291.pdf","GMD042291.pdf","All Participant Memos","APMs","All Participant Memos","","2002-23 - 2002","2002-23","2002","APMS-0004-1668","APMS-0004-1671","1","4","374","APMs","","GMD042291","1"
27880,"GMD042295.pdf","GMD042295.pdf","All Participant Memos","APMs","All Participant Memos","","2002-27 - 2002","2002-27","2002","APMS-0004-1678","APMS-0004-1678","1","1","378","APMs","","GMD042295","1"
65491,"GMD042299.pdf","GMD042299.pdf","All Participant Memos","APMs","All Participant Memos","","2003-2 - 2003","2003-2","2003","APMS-0004-1689","APMS-0004-1690","1","2","382","APMs","","GMD042299","1"
72196,"GMD042309.pdf","GMD042309.pdf","All Participant Memos","APMs","All Participant Memos","","2003-12 - 2003","2003-12","2003","APMS-0004-1715","APMS-0004-1716","1","2","392","APMs","","GMD042309","1"
57117,"GMD042311.pdf","GMD042311.pdf","All Participant Memos","APMs","All Participant Memos","","2003-14 - 2003","2003-14","2003","APMS-0004-1723","APMS-0004-1724","1","2","394","APMs","","GMD042311","1"
84476,"GMD042348.pdf","GMD042348.pdf","All Participant Memos","APMs","All Participant Memos","","92-27 - 1992","92-27","1992","APMS-0005-0400","APMS-0005-0401","1","2","430","APMs","","GMD042348","1"
138713,"GMD042352.pdf","GMD042352.pdf","All Participant Memos","APMs","All Participant Memos","","93-3 - 1993","93-3","1993","APMS-0005-0412","APMS-0005-0415","1","4","434","APMs","","GMD042352","1"
89903,"GMD042356.pdf","GMD042356.pdf","All Participant Memos","APMs","All Participant Memos","","93-7 - 1993","93-7","1993","APMS-0005-0482","APMS-0005-0484","1","3","438","APMs","","GMD042356","1"
38128,"GMD042360.pdf","GMD042360.pdf","All Participant Memos","APMs","All Participant Memos","","93-11 - 1993","93-11","1993","APMS-0005-0489","APMS-0005-0489","1","1","442","APMs","","GMD042360","1"
4578924,"GMD042367.pdf","GMD042367.pdf","All Participant Memos","APMs","All Participant Memos","","93-18 - 1993","93-18","1993","APMS-0005-0555","APMS-0005-0650","1","96","449","APMs","","GMD042367","1"
40171,"GMD042371.pdf","GMD042371.pdf","All Participant Memos","APMs","All Participant Memos","","94-1 - 1994","94-1","1994","APMS-0005-0655","APMS-0005-0655","1","1","453","APMs","","GMD042371","1"
49265,"GMD042375.pdf","GMD042375.pdf","All Participant Memos","APMs","All Participant Memos","","94-5 - 1994","94-5","1994","APMS-0005-0670","APMS-0005-0670","1","1","457","APMs","","GMD042375","1"
44915,"GMD042379.pdf","GMD042379.pdf","All Participant Memos","APMs","All Participant Memos","","94-9 - 1994","94-9","1994","APMS-0005-0727","APMS-0005-0727","1","1","461","APMs","","GMD042379","1"
78242,"GMD042383.pdf","GMD042383.pdf","All Participant Memos","APMs","All Participant Memos","","94-13 - 1994","94-13","1994","APMS-0005-0744","APMS-0005-0745","1","2","465","APMs","","GMD042383","1"
107057,"GMD042387.pdf","GMD042387.pdf","All Participant Memos","APMs","All Participant Memos","","94-17 - 1994","94-17","1994","APMS-0005-0817","APMS-0005-0821","1","5","469","APMs","","GMD042387","1"
27436,"GMD042391.pdf","GMD042391.pdf","All Participant Memos","APMs","All Participant Memos","","94-21 - 1994","94-21","1994","APMS-0005-0859","APMS-0005-0859","1","1","473","APMs","","GMD042391","1"
552485,"GMD042395.pdf","GMD042395.pdf","All Participant Memos","APMs","All Participant Memos","","95-2 - 1995","95-2","1995","APMS-0005-0893","APMS-0005-0907","1","15","477","APMs","","GMD042395","1"
22910,"GMD042399.pdf","GMD042399.pdf","All Participant Memos","APMs","All Participant Memos","","95-6 - 1995","95-6","1995","APMS-0005-0935","APMS-0005-0935","1","1","481","APMs","","GMD042399","1"
120151,"GMD042403.pdf","GMD042403.pdf","All Participant Memos","APMs","All Participant Memos","","95-10 - 1995","95-10","1995","APMS-0005-0995","APMS-0005-0997","1","3","485","APMs","","GMD042403","1"
521187,"GMD042407.pdf","GMD042407.pdf","All Participant Memos","APMs","All Participant Memos","","95-14 - 1995","95-14","1995","APMS-0005-1051","APMS-0005-1058","1","8","489","APMs","","GMD042407","1"
483307,"GMD042411.pdf","GMD042411.pdf","All Participant Memos","APMs","All Participant Memos","","95-18 - 1995","95-18","1995","APMS-0005-1125","APMS-0005-1136","1","12","493","APMs","","GMD042411","1"
28645,"GMD042415.pdf","GMD042415.pdf","All Participant Memos","APMs","All Participant Memos","","95-22 - 1995","95-22","1995","APMS-0005-1155","APMS-0005-1155","1","1","497","APMs","","GMD042415","1"
28892,"GMD042422.pdf","GMD042422.pdf","All Participant Memos","APMs","All Participant Memos","","95-29 - 1995","95-29","1995","APMS-0005-1222","APMS-0005-1222","1","1","504","APMs","","GMD042422","1"
250342,"GMD042423.pdf","GMD042423.pdf","All Participant Memos","APMs","All Participant Memos","","95-30 - 1995","95-30","1995","APMS-0005-1223","APMS-0005-1227","1","5","505","APMs","","GMD042423","1"
60862,"GMD042424.pdf","GMD042424.pdf","All Participant Memos","APMs","All Participant Memos","","95-31 - 1995","95-31","1995","APMS-0005-1228","APMS-0005-1229","1","2","506","APMs","","GMD042424","1"
185347,"GMD042427.pdf","GMD042427.pdf","All Participant Memos","APMs","All Participant Memos","","96-7 - 1996","96-7","1996","APMS-0005-1461","APMS-0005-1470","1","10","509","APMs","","GMD042427","1"
303743,"GMD042429.pdf","GMD042429.pdf","All Participant Memos","APMs","All Participant Memos","","96-9 - 1996","96-9","1996","APMS-0005-1474","APMS-0005-1480","1","7","511","APMs","","GMD042429","1"
674839,"GMD042431.pdf","GMD042431.pdf","All Participant Memos","APMs","All Participant Memos","","96-11 - 1996","96-11","1996","APMS-0005-1492","APMS-0005-1510","1","19","513","APMs","","GMD042431","1"
44939,"GMD042432.pdf","GMD042432.pdf","All Participant Memos","APMs","All Participant Memos","","96-12 - 1996","96-12","1996","APMS-0005-1511","APMS-0005-1511","1","1","514","APMs","","GMD042432","1"
27428,"GMD042433.pdf","GMD042433.pdf","All Participant Memos","APMs","All Participant Memos","","96-13 - 1996","96-13","1996","APMS-0005-1512","APMS-0005-1512","1","1","515","APMs","","GMD042433","1"
264634,"GMD042441.pdf","GMD042441.pdf","All Participant Memos","APMs","All Participant Memos","","96-21 - 1996","96-21","1996","APMS-0005-1546","APMS-0005-1552","1","7","523","APMs","","GMD042441","1"
11624088,"GMD042445.pdf","GMD042445.pdf","All Participant Memos","APMs","All Participant Memos","","96-25 - 1996","96-25","1996","APMS-0005-1659","APMS-0005-1939","1","281","527","APMs","","GMD042445","1"
74569,"GMD042449.pdf","GMD042449.pdf","All Participant Memos","APMs","All Participant Memos","","96-29 - 1996","96-29","1996","APMS-0005-1949","APMS-0005-1950","1","2","531","APMs","","GMD042449","1"
133553,"GMD042453.pdf","GMD042453.pdf","All Participant Memos","APMs","All Participant Memos","","RPB Reporting - 1996","RPB Reporting","1996","APMS-0005-1971","APMS-0005-1974","1","4","535","APMs","","GMD042453","1"
631441,"GMD042457.pdf","GMD042457.pdf","All Participant Memos","APMs","All Participant Memos","","97-3 - 1997","97-3","1997","APMS-0005-2020","APMS-0005-2036","1","17","539","APMs","","GMD042457","1"
27669,"GMD042461.pdf","GMD042461.pdf","All Participant Memos","APMs","All Participant Memos","","97-7 - 1997","97-7","1997","APMS-0005-2096","APMS-0005-2096","1","1","543","APMs","","GMD042461","1"
215879,"GMD042469.pdf","GMD042469.pdf","All Participant Memos","APMs","All Participant Memos","","97-15 - 1997","97-15","1997","APMS-0005-2180","APMS-0005-2185","1","6","551","APMs","","GMD042469","1"
28627,"GMD042477.pdf","GMD042477.pdf","All Participant Memos","APMs","All Participant Memos","","97-23 - 1997","97-23","1997","APMS-0005-2248","APMS-0005-2248","1","1","559","APMs","","GMD042477","1"
95027,"GMD042481.pdf","GMD042481.pdf","All Participant Memos","APMs","All Participant Memos","","97-27 - 1997","97-27","1997","APMS-0005-2274","APMS-0005-2275","1","2","563","APMs","","GMD042481","1"
1278286,"GMD042485.pdf","GMD042485.pdf","All Participant Memos","APMs","All Participant Memos","","97-31 - 1997","97-31","1997","APMS-0005-2339","APMS-0005-2359","1","21","567","APMs","","GMD042485","1"
1983360,"GMD042489.pdf","GMD042489.pdf","All Participant Memos","APMs","All Participant Memos","","97-35 - 1997","97-35","1997","APMS-0005-2387","APMS-0005-2428","1","42","571","APMs","","GMD042489","1"
91440,"GMD042493.pdf","GMD042493.pdf","All Participant Memos","APMs","All Participant Memos","","97-39 - 1997","97-39","1997","APMS-0005-2432","APMS-0005-2433","1","2","575","APMs","","GMD042493","1"
20448239,"GMD042497.pdf","GMD042497.pdf","All Participant Memos","APMs","All Participant Memos","","GNMA Compliance Testinig Policies and Procedures Manual - Volume 1 of 2 - 1995","GNMA Compliance Testinig Policies and Procedures Manual - Volume 1 of 2","1995","APMS-0006-0001","APMS-0006-0597","1","597","579","APMs","","GMD042497","1"
17376,"GMD042501.pdf","GMD042501.pdf","All Participant Memos","APMs","All Participant Memos","","3 - 2210.3 REV 8, Contents","3","2210.3 REV 8, Contents","APMS-0006-0756","APMS-0006-0757","1","2","583","APMs","","GMD042501","1"
14502,"GMD042505.pdf","GMD042505.pdf","All Participant Memos","APMs","All Participant Memos","","7 - 2210.3 REV 8, Contents","7","2210.3 REV 8, Contents","APMS-0006-0805","APMS-0006-0805","1","1","587","APMs","","GMD042505","1"
442707,"GMD041882.pdf","GMD041882.pdf","All Participant Memos","APMs","All Participant Memos","","9525 - 1995","9525","1995","APMS-0002-1410","APMS-0002-1422","1","13","325","APMs","","GMD041882","1"
353944,"GMD041787.pdf","GMD041787.pdf","All Participant Memos","APMs","All Participant Memos","","9203 - 1992","9203","1992","APMS-0002-0394","APMS-0002-0404","1","11","230","APMs","","GMD041787","1"
98858,"GMD042025.pdf","GMD042025.pdf","All Participant Memos","APMs","All Participant Memos","","94-17 - 1994","94-17","1994","APMS-0003-2062","APMS-0003-2065","1","4","105","APMs","","GMD042025","1"
141398,"GMD042473.pdf","GMD042473.pdf","All Participant Memos","APMs","All Participant Memos","","97-19 - 1997","97-19","1997","APMS-0005-2211","APMS-0005-2213","1","3","555","APMs","","GMD042473","1"
47297,"GMD042490.pdf","GMD042490.pdf","All Participant Memos","APMs","All Participant Memos","","97-36 - 1997","97-36","1997","APMS-0005-2429","APMS-0005-2429","1","1","572","APMs","","GMD042490","1"
3309136,"GMD041958.pdf","GMD041958.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 1992","Table of Contents","1992","APMS-0003-1233","APMS-0003-1315","1","83","37","APMs","","GMD041958","1"
57152,"GMD042007.pdf","GMD042007.pdf","All Participant Memos","APMs","All Participant Memos","","93-21 - 1993","93-21","1993","APMS-0003-1887","APMS-0003-1890","1","4","87","APMs","","GMD042007","1"
872873,"GMD042050.pdf","GMD042050.pdf","All Participant Memos","APMs","All Participant Memos","","95-17 - 1995","95-17","1995","APMS-0003-2335","APMS-0003-2355","1","22","130","APMs","","GMD042050","1"
214968,"GMD042097.pdf","GMD042097.pdf","All Participant Memos","APMs","All Participant Memos","","96-32 - 1996","96-32","1996","APMS-0003-3246","APMS-0003-3252","1","7","178","APMs","","GMD042097","1"
110605,"GMD042219.pdf","GMD042219.pdf","All Participant Memos","APMs","All Participant Memos","","00-2 - 2000","00-2","2000","APMS-0004-1045","APMS-0004-1047","1","3","301","APMs","","GMD042219","1"
123317,"GMD042269.pdf","GMD042269.pdf","All Participant Memos","APMs","All Participant Memos","","2002-1 - 2002","2002-1","2002","APMS-0004-1377","APMS-0004-1380","1","4","352","APMs","","GMD042269","1"
3953607,"GMD042345.pdf","GMD042345.pdf","All Participant Memos","APMs","All Participant Memos","","92-24 - 1992","92-24","1992","APMS-0005-0306","APMS-0005-0391","1","86","427","APMs","","GMD042345","1"
670267,"GMD042389.pdf","GMD042389.pdf","All Participant Memos","APMs","All Participant Memos","","94-19 - 1994","94-19","1994","APMS-0005-0825","APMS-0005-0838","1","14","471","APMs","","GMD042389","1"
411243,"GMD042440.pdf","GMD042440.pdf","All Participant Memos","APMs","All Participant Memos","","96-20 - 1996","96-20","1996","APMS-0005-1534","APMS-0005-1545","1","12","522","APMs","","GMD042440","1"
111553,"GMD042488.pdf","GMD042488.pdf","All Participant Memos","APMs","All Participant Memos","","97-34 - 1997","97-34","1997","APMS-0005-2384","APMS-0005-2386","1","3","570","APMs","","GMD042488","1"
248570,"GMD042511.pdf","GMD042511.pdf","All Participant Memos","APMs","All Participant Memos","","92-5 - 1992","92-5","1992","APMS-0005-0048","APMS-0005-0057","1","10","409","APMs","","GMD042511","1"
58766,"GMD042515.pdf","GMD042515.pdf","All Participant Memos","APMs","All Participant Memos","","92-9 - 1992","92-9","1992","APMS-0005-0162","APMS-0005-0163","1","2","413","APMs","","GMD042515","1"
228277,"GMD042519.pdf","GMD042519.pdf","All Participant Memos","APMs","All Participant Memos","","92-14 - 1992","92-14","1992","APMS-0005-0235","APMS-0005-0238","1","4","417","APMs","","GMD042519","1"
84335,"GMD042523.pdf","GMD042523.pdf","All Participant Memos","APMs","All Participant Memos","","92-18 - 1992","92-18","1992","APMS-0005-0250","APMS-0005-0251","1","2","421","APMs","","GMD042523","1"
653298,"GMD042527.pdf","GMD042527.pdf","All Participant Memos","APMs","All Participant Memos","","92-22 - 1992","92-22","1992","APMS-0005-0284","APMS-0005-0302","1","19","425","APMs","","GMD042527","1"
54886,"GMD042535.pdf","GMD042535.pdf","All Participant Memos","APMs","All Participant Memos","","93-2 - 1993","93-2","1993","APMS-0005-0410","APMS-0005-0411","1","2","433","APMs","","GMD042535","1"
104393,"GMD042539.pdf","GMD042539.pdf","All Participant Memos","APMs","All Participant Memos","","93-6 - 1993","93-6","1993","APMS-0005-0479","APMS-0005-0481","1","3","437","APMs","","GMD042539","1"
58057,"GMD042543.pdf","GMD042543.pdf","All Participant Memos","APMs","All Participant Memos","","93-10 - 1993","93-10","1993","APMS-0005-0488","APMS-0005-0488","1","1","441","APMs","","GMD042543","1"
34139,"GMD042547.pdf","GMD042547.pdf","All Participant Memos","APMs","All Participant Memos","","93-14 - 1993","93-14","1993","APMS-0005-0535","APMS-0005-0535","1","1","445","APMs","","GMD042547","1"
4578924,"GMD042551.pdf","GMD042551.pdf","All Participant Memos","APMs","All Participant Memos","","93-18 - 1993","93-18","1993","APMS-0005-0555","APMS-0005-0650","1","96","449","APMs","","GMD042551","1"
40171,"GMD042555.pdf","GMD042555.pdf","All Participant Memos","APMs","All Participant Memos","","94-1 - 1994","94-1","1994","APMS-0005-0655","APMS-0005-0655","1","1","453","APMs","","GMD042555","1"
49265,"GMD042559.pdf","GMD042559.pdf","All Participant Memos","APMs","All Participant Memos","","94-5 - 1994","94-5","1994","APMS-0005-0670","APMS-0005-0670","1","1","457","APMs","","GMD042559","1"
461635,"GMD042566.pdf","GMD042566.pdf","All Participant Memos","APMs","All Participant Memos","","94-12 - 1994","94-12","1994","APMS-0005-0731","APMS-0005-0743","1","13","464","APMs","","GMD042566","1"
101677,"GMD042568.pdf","GMD042568.pdf","All Participant Memos","APMs","All Participant Memos","","94-14 - 1994","94-14","1994","APMS-0005-0746","APMS-0005-0747","1","2","466","APMs","","GMD042568","1"
103188,"GMD042572.pdf","GMD042572.pdf","All Participant Memos","APMs","All Participant Memos","","94-18 - 1994","94-18","1994","APMS-0005-0822","APMS-0005-0824","1","3","470","APMs","","GMD042572","1"
363934,"GMD042580.pdf","GMD042580.pdf","All Participant Memos","APMs","All Participant Memos","","95-3 - 1995","95-3","1995","APMS-0005-0908","APMS-0005-0918","1","11","478","APMs","","GMD042580","1"
37902,"GMD042584.pdf","GMD042584.pdf","All Participant Memos","APMs","All Participant Memos","","95-7 - 1995","95-7","1995","APMS-0005-0936","APMS-0005-0936","1","1","482","APMs","","GMD042584","1"
33825,"GMD042588.pdf","GMD042588.pdf","All Participant Memos","APMs","All Participant Memos","","95-11 - 1995","95-11","1995","APMS-0005-0998","APMS-0005-0998","1","1","486","APMs","","GMD042588","1"
106656,"GMD042592.pdf","GMD042592.pdf","All Participant Memos","APMs","All Participant Memos","","95-15 - 1995","95-15","1995","APMS-0005-1059","APMS-0005-1061","1","3","490","APMs","","GMD042592","1"
138773,"GMD042596.pdf","GMD042596.pdf","All Participant Memos","APMs","All Participant Memos","","95-19 - 1995","95-19","1995","APMS-0005-1137","APMS-0005-1140","1","4","494","APMs","","GMD042596","1"
165099,"GMD042600.pdf","GMD042600.pdf","All Participant Memos","APMs","All Participant Memos","","95-23 - 1995","95-23","1995","APMS-0005-1156","APMS-0005-1159","1","4","498","APMs","","GMD042600","1"
1673122,"GMD042604.pdf","GMD042604.pdf","All Participant Memos","APMs","All Participant Memos","","95-27 - 1995","95-27","1995","APMS-0005-1180","APMS-0005-1220","1","43","502","APMs","","GMD042604","1"
60862,"GMD042608.pdf","GMD042608.pdf","All Participant Memos","APMs","All Participant Memos","","95-31 - 1995","95-31","1995","APMS-0005-1228","APMS-0005-1229","1","2","506","APMs","","GMD042608","1"
140273,"GMD042612.pdf","GMD042612.pdf","All Participant Memos","APMs","All Participant Memos","","96-8 - 1996","96-8","1996","APMS-0005-1471","APMS-0005-1473","1","3","510","APMs","","GMD042612","1"
44939,"GMD042616.pdf","GMD042616.pdf","All Participant Memos","APMs","All Participant Memos","","96-12 - 1996","96-12","1996","APMS-0005-1511","APMS-0005-1511","1","1","514","APMs","","GMD042616","1"
411243,"GMD042624.pdf","GMD042624.pdf","All Participant Memos","APMs","All Participant Memos","","96-20 - 1996","96-20","1996","APMS-0005-1534","APMS-0005-1545","1","12","522","APMs","","GMD042624","1"
96477,"GMD042628.pdf","GMD042628.pdf","All Participant Memos","APMs","All Participant Memos","","96-24 - 1996","96-24","1996","APMS-0005-1656","APMS-0005-1658","1","3","526","APMs","","GMD042628","1"
57143,"GMD042632.pdf","GMD042632.pdf","All Participant Memos","APMs","All Participant Memos","","96-28 - 1996","96-28","1996","APMS-0005-1947","APMS-0005-1948","1","2","530","APMs","","GMD042632","1"
544328,"GMD042636.pdf","GMD042636.pdf","All Participant Memos","APMs","All Participant Memos","","96-32 - 1996","96-32","1996","APMS-0005-1955","APMS-0005-1970","1","16","534","APMs","","GMD042636","1"
705164,"GMD042640.pdf","GMD042640.pdf","All Participant Memos","APMs","All Participant Memos","","97-2 - 1997","97-2","1997","APMS-0005-2000","APMS-0005-2019","1","20","538","APMs","","GMD042640","1"
610202,"GMD042644.pdf","GMD042644.pdf","All Participant Memos","APMs","All Participant Memos","","97-6 - 1997","97-6","1997","APMS-0005-2077","APMS-0005-2095","1","19","542","APMs","","GMD042644","1"
386441,"GMD042364.pdf","GMD042364.pdf","All Participant Memos","APMs","All Participant Memos","","93-15 - 1993","93-15","1993","APMS-0005-0536","APMS-0005-0546","1","11","446","APMs","","GMD042364","1"
44272,"GMD042368.pdf","GMD042368.pdf","All Participant Memos","APMs","All Participant Memos","","93-19 - 1993","93-19","1993","APMS-0005-0651","APMS-0005-0651","1","1","450","APMs","","GMD042368","1"
355736,"GMD042372.pdf","GMD042372.pdf","All Participant Memos","APMs","All Participant Memos","","94-2 - 1994","94-2","1994","APMS-0005-0656","APMS-0005-0665","1","10","454","APMs","","GMD042372","1"
2332422,"GMD042376.pdf","GMD042376.pdf","All Participant Memos","APMs","All Participant Memos","","94-6 - 1994","94-6","1994","APMS-0005-0671","APMS-0005-0720","1","50","458","APMs","","GMD042376","1"
73968,"GMD042380.pdf","GMD042380.pdf","All Participant Memos","APMs","All Participant Memos","","94-10 - 1994","94-10","1994","APMS-0005-0728","APMS-0005-0729","1","2","462","APMs","","GMD042380","1"
101677,"GMD042384.pdf","GMD042384.pdf","All Participant Memos","APMs","All Participant Memos","","94-14 - 1994","94-14","1994","APMS-0005-0746","APMS-0005-0747","1","2","466","APMs","","GMD042384","1"
103188,"GMD042388.pdf","GMD042388.pdf","All Participant Memos","APMs","All Participant Memos","","94-18 - 1994","94-18","1994","APMS-0005-0822","APMS-0005-0824","1","3","470","APMs","","GMD042388","1"
845563,"GMD042392.pdf","GMD042392.pdf","All Participant Memos","APMs","All Participant Memos","","94-22 - 1994","94-22","1994","APMS-0005-0860","APMS-0005-0888","1","29","474","APMs","","GMD042392","1"
363934,"GMD042396.pdf","GMD042396.pdf","All Participant Memos","APMs","All Participant Memos","","95-3 - 1995","95-3","1995","APMS-0005-0908","APMS-0005-0918","1","11","478","APMs","","GMD042396","1"
37902,"GMD042400.pdf","GMD042400.pdf","All Participant Memos","APMs","All Participant Memos","","95-7 - 1995","95-7","1995","APMS-0005-0936","APMS-0005-0936","1","1","482","APMs","","GMD042400","1"
33825,"GMD042404.pdf","GMD042404.pdf","All Participant Memos","APMs","All Participant Memos","","95-11 - 1995","95-11","1995","APMS-0005-0998","APMS-0005-0998","1","1","486","APMs","","GMD042404","1"
106656,"GMD042408.pdf","GMD042408.pdf","All Participant Memos","APMs","All Participant Memos","","95-15 - 1995","95-15","1995","APMS-0005-1059","APMS-0005-1061","1","3","490","APMs","","GMD042408","1"
