"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","damsasp:documentType","damsasp:documentCategory","damsasp:amount","damsasp:companyName","damsasp:contractNumber","damsasp:folderName","damsasp:procurementNumber","damsasp:date","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
3929314,"GMD037421.pdf","GMD037421.pdf","Procurement","Procurement","Procurement","","Kearney and Company - C-OPC-23413/OPC-T0001","CONT","Procurement Files",1961594,"Kearney and Company","C-OPC-23413/OPC-T0001","Kearney & Company","","1/15/09","","GMD037421","1"
1141816,"GMD037422.pdf","GMD037422.pdf","Procurement","Procurement","Procurement","","Kearney Company PC - GS-23F-0092J","CONT","Procurement Files",227352.87,"Kearney Company PC","GS-23F-0092J","Kearney & Company","","4/17/13","","GMD037422","1"
1579896,"GMD037423.pdf","GMD037423.pdf","Procurement","Procurement","Procurement","","Kearney & Company - GS-23F-0092J","CONT","Procurement Files",139502,"Kearney & Company","GS-23F-0092J","Kearney & Company","","4/4/11","","GMD037423","1"
2573243,"GMD037424.pdf","GMD037424.pdf","Procurement","Procurement","Procurement","","Kearney & Company - GS-23F-0092J","CONT","Procurement Files",99770,"Kearney & Company","GS-23F-0092J","Kearney & Company","","6/4/10","","GMD037424","1"
8897251,"GMD037425.pdf","GMD037425.pdf","Procurement","Procurement","Procurement","","KPMG LLP - GS-23F-8127H","CONT","Procurement Files",4865614,"KPMG LLP","GS-23F-8127H","KPMG LLP","","8/17/09","","GMD037425","1"
2187270,"GMD037426.pdf","GMD037426.pdf","Procurement","Procurement","Procurement","","Lexis Nexis - C-OPC-23716","CONT","Procurement Files",,"Lexis Nexis","C-OPC-23716","Lexis Nexis","","10/9/10","","GMD037426","1"
9738898,"GMD037427.pdf","GMD037427.pdf","Procurement","Procurement","Procurement","","LoanCare Servicing Center, Inc. - C-OPC-23423","CONT","Procurement Files",17128500,"LoanCare Servicing Center, Inc.","C-OPC-23423","LoanCare Servicing Cente","","3/4/09","","GMD037427","1"
1288472,"GMD037428.pdf","GMD037428.pdf","Procurement","Procurement","Procurement","","Mayor Hoffman McCann PC - GS-23F-0288N","CONT","Procurement Files",55059,"Mayor Hoffman McCann PC","GS-23F-0288N","Mayer Hoffman McCann PC","","6/14/12","","GMD037428","1"
1381205,"GMD037429.pdf","GMD037429.pdf","Procurement","Procurement","Procurement","","Mayer, Hoffman, McCann PC - GS-23F-0288N","CONT","Procurement Files",35638,"Mayer, Hoffman, McCann PC","GS-23F-0288N","Mayer Hoffman McCann PC","","4/4/11","","GMD037429","1"
2479556,"GMD037430.pdf","GMD037430.pdf","Procurement","Procurement","Procurement","","Mayer Hoffman McCann PC - GS-23F-0288N_3","CONT","Procurement Files",37300,"Mayer Hoffman McCann PC","GS-23F-0288N_3","Mayer Hoffman McCann PC","","","","GMD037430","1"
1170989,"GMD037431.pdf","GMD037431.pdf","Procurement","Procurement","Procurement","","McDash Analytics LLC - C-CHI-01135","CONT","Procurement Files",414000,"McDash Analytics LLC","C-CHI-01135","McDash Analytics LLC","","9/29/12","","GMD037431","1"
9564625,"GMD037432.pdf","GMD037432.pdf","Procurement","Procurement","Procurement","","Navisite - DU100G-14-C-05","CONT","Procurement Files",8789170,"Navisite","DU100G-14-C-05","Navisite Inc","","6/1/12","","GMD037432","1"
1810732,"GMD037433.pdf","GMD037433.pdf","Procurement","Procurement","Procurement","","Moodys Analytics, Inc. - DU100G-14-P-0003","CONT","Procurement Files",382575,"Moodys Analytics, Inc.","DU100G-14-P-0003","Moodys Analytics Inc","","12/26/13","","GMD037433","1"
3677022,"GMD037434.pdf","GMD037434.pdf","Procurement","Procurement","Procurement","","Phoenix Capital Inc - DU100G-12-D-03","CONT","Procurement Files",690000,"Phoenix Capital Inc","DU100G-12-D-03","Phoenix Capital, Inc","","5/24/12","","GMD037434","1"
4713429,"GMD037435.pdf","GMD037435.pdf","Procurement","Procurement","Procurement","","PricewaterhouseCoopers LLP - C-OPC-23795","CONT","Procurement Files",5679516,"PricewaterhouseCoopers LLP","C-OPC-23795","Pricewaterhouse Coopers,","","7/25/11","","GMD037435","1"
96030,"GMD037436.pdf","GMD037436.pdf","Procurement","Procurement","Procurement","","Reed & Associates - C-OPC-23683/TA0001","CONT","Procurement Files",20000,"Reed & Associates","C-OPC-23683/TA0001","Reed & Associates","","2/8/11","","GMD037436","1"
4344552,"GMD037437.pdf","GMD037437.pdf","Procurement","Procurement","Procurement","","Reed & Associates, CPAs, Inc. - GS-23F-0089P","CONT","Procurement Files",64880,"Reed & Associates, CPAs, Inc.","GS-23F-0089P","","","6/3/10","","GMD037437","1"
1500123,"GMD037438.pdf","GMD037438.pdf","Procurement","Procurement","Procurement","","Reznick Group P C - GS-23F-0124M","CONT","Procurement Files",505000,"Reznick Group P C","GS-23F-0124M","Reznick Group PC","","4/17/13","","GMD037438","1"
1798113,"GMD037439.pdf","GMD037439.pdf","Procurement","Procurement","Procurement","","Reznick Group P C - DU100G-12-T-00006","CONT","Procurement Files",440536,"Reznick Group P C","DU100G-12-T-00006","Reznick Group PC","","10/31/12","","GMD037439","1"
3748052,"GMD037440.pdf","GMD037440.pdf","Procurement","Procurement","Procurement","","Reznick Group PC - GS-23F-0124M","CONT","Procurement Files",407091,"Reznick Group PC","GS-23F-0124M","Reznick Group PC","","6/4/10","","GMD037440","1"
3820673,"GMD037441.pdf","GMD037441.pdf","Procurement","Procurement","Procurement","","RiskSpan, Inc. - GS-23F-0029V","CONT","Procurement Files",561720.03,"RiskSpan, Inc.","GS-23F-0029V","Riskspan, Inc","","2/1/12","","GMD037441","1"
6534255,"GMD037442.pdf","GMD037442.pdf","Procurement","Procurement","Procurement","","Selene Finance LP - DU100G-14-C-04","CONT","Procurement Files",1354116832.95,"Selene Finance LP","DU100G-14-C-04","Selene Finance LP","","2/13/14","","GMD037442","1"
2050430,"GMD037443.pdf","GMD037443.pdf","Procurement","Procurement","Procurement","","Sidley Austin LLP - C-OPC-23913","CONT","Procurement Files",13397400,"Sidley Austin LLP","C-OPC-23913","Sidley Austin LLP","","3/1/12","","GMD037443","1"
3888125,"GMD037444.pdf","GMD037444.pdf","Procurement","Procurement","Procurement","","Software Tech Enterprises Incorporated - DU100G-13-D-02","CONT","Procurement Files",4000000,"Software Tech Enterprises Incorporated","DU100G-13-D-02","Software Tech Enteprise","","10/31/13","","GMD037444","1"
3232772,"GMD037445.pdf","GMD037445.pdf","Procurement","Procurement","Procurement","","TConneX, Inc - C-OPC-23802","CONT","Procurement Files",2999863.97,"TConneX, Inc","C-OPC-23802","TconneX, Inc","","6/3/11","","GMD037445","1"
8677018,"GMD037446.pdf","GMD037446.pdf","Procurement","Procurement","Procurement","","The Bank of New York - C-OPC-23287","CONT","Procurement Files",68578896.43,"The Bank of New York","C-OPC-23287","The Bank of New York","","2/25/14","","GMD037446","1"
7859972,"GMD037447.pdf","GMD037447.pdf","Procurement","Procurement","Procurement","","The Bank of New York Mellon - C-OPC-23287","CONT","Procurement Files",,"The Bank of New York Mellon","C-OPC-23287","The Bank of New York Mel","","4/1/09","","GMD037447","1"
3369822,"GMD037448.pdf","GMD037448.pdf","Procurement","Procurement","Procurement","","The Leonard Research Group, Inc. - GS-23F-0252S","CONT","Procurement Files",484240.91,"The Leonard Research Group, Inc.","GS-23F-0252S","The Leonard Resource Gro","","1/23/12","","GMD037448","1"
1957676,"GMD037449.pdf","GMD037449.pdf","Procurement","Procurement","Procurement","","Unissant Inc - GS-06F-0971Z/DU100G-13-T-00002","CONT","Procurement Files",999452,"Unissant Inc","GS-06F-0971Z/DU100G-13-T-00002","Unissant Inc","","3/15/13","","GMD037449","1"
1256830,"GMD037450.pdf","GMD037450.pdf","Procurement","Procurement","Procurement","","University of Chicago, The - DU100G-13-P-0003","CONT","Procurement Files",39331,"University of Chicago, The","DU100G-13-P-0003","University of Chicago","","11/16/12","","GMD037450","1"
1501423,"GMD037451.pdf","GMD037451.pdf","Procurement","Procurement","Procurement","","Venable LLP - DU100G-12-D-02","CONT","Procurement Files",3000000,"Venable LLP","DU100G-12-D-02","Venable LLP","","5/24/12","","GMD037451","1"
94700,"GMD037452.pdf","GMD037452.pdf","Procurement","Procurement","Procurement","","William, Adley & Company- DC-LLP - C-OPC-23688/TA001","CONT","Procurement Files",20000,"William, Adley & Company- DC-LLP","C-OPC-23688/TA001","Williams Adley Company","","2/8/11","","GMD037452","1"
3445329,"GMD037453.pdf","GMD037453.pdf","Procurement","Procurement","Procurement","","William Adley Company - DC LLP - GS-23F-8184H","CONT","Procurement Files",327471.64,"William Adley Company - DC LLP","GS-23F-8184H","Williams Adley Company","","12/14/12","","GMD037453","1"
1045411,"GMD037454.pdf","GMD037454.pdf","Procurement","Procurement","Procurement","","Williams Adley Company - DC LLP - S-23F-8184H","CONT","Procurement Files",58424.8,"Williams Adley Company - DC LLP","S-23F-8184H","Williams Adley Company","","4/17/13","","GMD037454","1"
1306190,"GMD037455.pdf","GMD037455.pdf","Procurement","Procurement","Procurement","","Williams, Adley & Company-DC, LLP - GS-23F-8184H","CONT","Procurement Files",42710,"Williams, Adley & Company-DC, LLP","GS-23F-8184H","Williams Adley Company","","4/4/11","","GMD037455","1"
2814967,"GMD037456.pdf","GMD037456.pdf","Procurement","Procurement","Procurement","","Williams, Adley & Company-DC, LLP - GS-23F-8184H","CONT","Procurement Files",45758,"Williams, Adley & Company-DC, LLP","GS-23F-8184H","Williams Adley Company","","6/4/10","","GMD037456","1"
1573116,"GMD037457.pdf","GMD037457.pdf","Procurement","Procurement","Procurement","","SNL Financial LC - DU100G-14-P-0007","CONT","Procurement Files",85000,"SNL Financial LC","DU100G-14-P-0007","SNL Financial LC","","2/23/15","","GMD037457","1"
5369348,"GMD037458.pdf","GMD037458.pdf","Procurement","Procurement","Procurement","","CWCapital LLC - C-OPC-23792","CONT","Procurement Files",145000,"CWCapital LLC","C-OPC-23792","CWCapital LLC","","12/16/11","","GMD037458","1"
3055628,"GMD037459.pdf","GMD037459.pdf","Procurement","Procurement","Procurement","","William Adley Company - DC LLP - GS-23F-8184H","CONT","Procurement Files",327471.64,"William Adley Company - DC LLP","GS-23F-8184H","William Adley Company - DC LLP","","12/14/12","","GMD037459","1"
1485989,"GMD037460.pdf","GMD037460.pdf","Procurement","Procurement","Procurement","","LRP Publications Inc - DU100G-14-T-00001","CONT","Procurement Files",3945,"LRP Publications Inc","DU100G-14-T-00001","LRP Publications","","9/1/14","","GMD037460","1"
2757983,"GMD037461.pdf","GMD037461.pdf","Procurement","Procurement","Procurement","","Telesis Corporation - GS-06F0711Z","CONT","Procurement Files",1429651,"Telesis Corporation","GS-06F0711Z","Telesis Corporation","","5/15/14","","GMD037461","1"
876141,"GMD037462.pdf","GMD037462.pdf","Procurement","Procurement","Procurement","","Gartner Inc - GS-35F-5014H","CONT","Procurement Files",31240,"Gartner Inc","GS-35F-5014H","Gartner Inc.","","3/27/13","","GMD037462","1"
2190813,"GMD037463.pdf","GMD037463.pdf","Procurement","Procurement","Procurement","","Standard and Poors Financial Services LLC - DU100G-14-P-0006","CONT","Procurement Files",140625,"Standard and Poors Financial Services LLC","DU100G-14-P-0006","Standard and Poor's Financial Services LLC","","7/28/14","","GMD037463","1"
6007292,"GMD037464.pdf","GMD037464.pdf","Procurement","Procurement","Procurement","","Carrington Mortgage Services LLC - DU100G-14-C-01","CONT","Procurement Files",1127171244.6,"Carrington Mortgage Services LLC","DU100G-14-C-01","Carrington Mortgage Services LLC","","2/13/14","","GMD037464","1"
2074864,"GMD037465.pdf","GMD037465.pdf","Procurement","Procurement","Procurement","","A-SA-MA-DI Business Solutions, LLC - GS11Q14BJP0002","CONT","Procurement Files",89237.46,"A-SA-MA-DI Business Solutions, LLC","GS11Q14BJP0002","ASAMADI Business Solutions, LLC","","8/26/14","","GMD037465","1"
2743730,"GMD037466.pdf","GMD037466.pdf","Procurement","Procurement","Procurement","","Ampcus Inc - DU100G-13-D-01","","Procurement Files",,"Ampcus Inc","DU100G-13-D-01","","PROC-0185-0856","4/30/13","","GMD037466","1"
4968221,"GMD037467.pdf","GMD037467.pdf","Procurement","Procurement","Procurement","","Burson-Marsteller - C-OPC-23863","","Procurement Files",,"Burson-Marsteller","C-OPC-23863","","PROC-0185-1270","2/21/13","","GMD037467","1"
2395253,"GMD037468.pdf","GMD037468.pdf","Procurement","Procurement","Procurement","","CARS 16 BPA - R-OPC-23438","","Procurement Files",,"CARS 16 BPA","R-OPC-23438","","PROC-0185-2852","5/27/09","","GMD037468","1"
3740643,"GMD037469.pdf","GMD037469.pdf","Procurement","Procurement","Procurement","","Castro Company - DU100G-14-C-05","","Procurement Files",,"Castro Company","DU100G-14-C-05","","PROC-0185-1208","2/14/14","","GMD037469","1"
6817141,"GMD037470.pdf","GMD037470.pdf","Procurement","Procurement","Procurement","","FNF Servicing - C-OPC-23423","","Procurement Files",,"FNF Servicing","C-OPC-23423","","PROC-0185-1487","8/15/13","","GMD037470","1"
8897110,"GMD037471.pdf","GMD037471.pdf","Procurement","Procurement","Procurement","","KPMG LLP - C-OPC-23486","","Procurement Files",,"KPMG LLP","C-OPC-23486","","PROC-0185-0946","8/17/09","","GMD037471","1"
2187036,"GMD037472.pdf","GMD037472.pdf","Procurement","Procurement","Procurement","","Lexis Nexis - C-OPC-23716","","Procurement Files",,"Lexis Nexis","C-OPC-23716","","PROC-0185-0909","10/5/10","","GMD037472","1"
9567677,"GMD037473.pdf","GMD037473.pdf","Procurement","Procurement","Procurement","","Navisite Inc - DU100G-14-C-05","","Procurement Files",,"Navisite Inc","DU100G-14-C-05","","PROC-0185-0256","6/4/12","","GMD037473","1"
4344698,"GMD037474.pdf","GMD037474.pdf","Procurement","Procurement","Procurement","","Reed & Associates - GS-23F-0089P","","Procurement Files",,"Reed & Associates","GS-23F-0089P","","PROC-0185-3211","6/3/10","","GMD037474","1"
1500088,"GMD037475.pdf","GMD037475.pdf","Procurement","Procurement","Procurement","","Reznick Group PC - GS-23F-0124M_1","","Procurement Files",,"Reznick Group PC","GS-23F-0124M_1","","PROC-0185-2933","5/1/13","","GMD037475","1"
1798070,"GMD037476.pdf","GMD037476.pdf","Procurement","Procurement","Procurement","","Reznick Group PC - GS-23F-0124M_2","","Procurement Files",,"Reznick Group PC","GS-23F-0124M_2","","PROC-0185-3128","11/30/12","","GMD037476","1"
3748016,"GMD037477.pdf","GMD037477.pdf","Procurement","Procurement","Procurement","","Reznick Group PC - GS-23F-0124M_3","","Procurement Files",,"Reznick Group PC","GS-23F-0124M_3","","PROC-0185-3158","6/4/10","","GMD037477","1"
3820670,"GMD037478.pdf","GMD037478.pdf","Procurement","Procurement","Procurement","","Riskspan, Inc - GS-23F-0029V","","Procurement Files",,"Riskspan, Inc","GS-23F-0029V","","PROC-0185-1358","2/1/12","","GMD037478","1"
2050375,"GMD037479.pdf","GMD037479.pdf","Procurement","Procurement","Procurement","","Sidley Austin LLP - C-OPC-23913","","Procurement Files",,"Sidley Austin LLP","C-OPC-23913","","PROC-0185-2710","2/27/12","","GMD037479","1"
3232736,"GMD037480.pdf","GMD037480.pdf","Procurement","Procurement","Procurement","","TconneX, Inc - C-OPC-23802","","Procurement Files",,"TconneX, Inc","C-OPC-23802","","PROC-0185-0804","6/3/11","","GMD037480","1"
1957676,"GMD037481.pdf","GMD037481.pdf","Procurement","Procurement","Procurement","","Unissant Inc - DU100G-13-T-00002","","Procurement Files",,"Unissant Inc","DU100G-13-T-00002","","PROC-0185-2216","3/15/13","","GMD037481","1"
1501500,"GMD037482.pdf","GMD037482.pdf","Procurement","Procurement","Procurement","","Venable LLP - DU100G-12-D-02","","Procurement Files",,"Venable LLP","DU100G-12-D-02","","PROC-0185-0704","","","GMD037482","1"
4344698,"GMD037483.pdf","GMD037483.pdf","Procurement","Procurement","Procurement","","Reed & Associates - GS-23F-0089P","","Procurement Files",,"Reed & Associates","GS-23F-0089P","","PROC-0185-3211","6/3/10","","GMD037483","1"
4730610,"GMD037484.pdf","GMD037484.pdf","Procurement","Procurement","Procurement","","Deloitte & Touche, LLP - C-OPC-23762","","Procurement Files",,"Deloitte & Touche, LLP","C-OPC-23762","","PROC-0185-1126","9/26/10","","GMD037484","1"
328417,"GMD037485.pdf","GMD037485.pdf","Procurement","Procurement","Procurement","","Deloitte & Touche, LLP - DU100G-12-C-07_1","","Procurement Files",,"Deloitte & Touche, LLP","DU100G-12-C-07_1","","PROC-0813-2342","3/11/14","","GMD037485","1"
8963219,"GMD037486.pdf","GMD037486.pdf","Procurement","Procurement","Procurement","","Deloitte & Touche, LLP - DU100G-12-C-07_2","","Procurement Files",,"Deloitte & Touche, LLP","DU100G-12-C-07_2","","PROC-0185-2348","10/23/12","","GMD037486","1"
4719847,"GMD037487.pdf","GMD037487.pdf","Procurement","Procurement","Procurement","","Deloitte & Touche, LLP - GS-23F-0016J","","Procurement Files",,"Deloitte & Touche, LLP","GS-23F-0016J","","PROC-0185-2254","3/31/14","","GMD037487","1"
2030672,"GMD037488.pdf","GMD037488.pdf","Procurement","Procurement","Procurement","","Hunton and Williams LLP - C-OPC-23809","","Procurement Files",,"Hunton and Williams LLP","C-OPC-23809","","PROC-0185-0624","3/1/12","","GMD037488","1"
2595914,"GMD037489.pdf","GMD037489.pdf","Procurement","Procurement","Procurement","","Hunton and Williams LLP - DU100G-12-D-01","","Procurement Files",,"Hunton and Williams LLP","DU100G-12-D-01","","PROC-0185-0659","5/24/12","","GMD037489","1"
104902,"GMD037490.pdf","GMD037490.pdf","Procurement","Procurement","Procurement","","Kearney & Company - C-OPC-23687_T002","","Procurement Files",,"Kearney & Company","C-OPC-23687_T002","","","12/20/11","","GMD037490","1"
3929397,"GMD037491.pdf","GMD037491.pdf","Procurement","Procurement","Procurement","","Kearney & Company - DU100G-12-D-03","","Procurement Files",,"Kearney & Company","DU100G-12-D-03","","","1/15/09","","GMD037491","1"
1141816,"GMD037492.pdf","GMD037492.pdf","Procurement","Procurement","Procurement","","Kearney & Company - GS-23F-0092J_1","","Procurement Files",,"Kearney & Company","GS-23F-0092J_1","","","4/17/13","","GMD037492","1"
1579862,"GMD037493.pdf","GMD037493.pdf","Procurement","Procurement","Procurement","","Kearney & Company - GS-23F-0092J_2","","Procurement Files",,"Kearney & Company","GS-23F-0092J_2","","","4/4/11","","GMD037493","1"
2573214,"GMD037494.pdf","GMD037494.pdf","Procurement","Procurement","Procurement","","Kearney & Company - GS-23F-0092J_3","","Procurement Files",,"Kearney & Company","GS-23F-0092J_3","","","6/4/10","","GMD037494","1"
9771618,"GMD037495.pdf","GMD037495.pdf","Procurement","Procurement","Procurement","","LoanCare Servicing Center, Inc - C-OPC-23423","","Procurement Files",,"LoanCare Servicing Center, Inc","C-OPC-23423","","POCC-0062-0001","3/14/09","","GMD037495","1"
1288472,"GMD037496.pdf","GMD037496.pdf","Procurement","Procurement","Procurement","","Mayer Hoffman McCann PC - GS-23F-0288N_1","","Procurement Files",,"Mayer Hoffman McCann PC","GS-23F-0288N_1","","PROC-0185-2974","6/14/12","","GMD037496","1"
1381196,"GMD037497.pdf","GMD037497.pdf","Procurement","Procurement","Procurement","","Mayer Hoffman McCann PC - GS-23F-0288N_2","","Procurement Files",,"Mayer Hoffman McCann PC","GS-23F-0288N_2","","PROC-0185-2991","4/4/11","","GMD037497","1"
2479566,"GMD037498.pdf","GMD037498.pdf","Procurement","Procurement","Procurement","","Mayer Hoffman McCann PC - GS-23F-0288N_3","","Procurement Files",,"Mayer Hoffman McCann PC","GS-23F-0288N_3","","PROC-0185-3013","6/3/10","","GMD037498","1"
1170849,"GMD037499.pdf","GMD037499.pdf","Procurement","Procurement","Procurement","","McDash Analytics LLC - C-CHI-01135","","Procurement Files",,"McDash Analytics LLC","C-CHI-01135","","PROC-0185-1610","9/29/13","","GMD037499","1"
1810517,"GMD037500.pdf","GMD037500.pdf","Procurement","Procurement","Procurement","","Moodys Analytics Inc - DU100G-14-P-0003","","Procurement Files",,"Moodys Analytics Inc","DU100G-14-P-0003","","PROC-0185-1627-0001","12/26/13","","GMD037500","1"
3676965,"GMD037501.pdf","GMD037501.pdf","Procurement","Procurement","Procurement","","Phoenix Capital, Inc - DU100G-12-D-03","","Procurement Files",,"Phoenix Capital, Inc","DU100G-12-D-03","","PROC-0185-1717","5/24/12","","GMD037501","1"
4713546,"GMD037502.pdf","GMD037502.pdf","Procurement","Procurement","Procurement","","Pricewaterhouse Coopers, LLP - C-OPC-23795","","Procurement Files",,"Pricewaterhouse Coopers, LLP","C-OPC-23795","","PROC-0185-2775","7/25/11","","GMD037502","1"
96030,"GMD037503.pdf","GMD037503.pdf","Procurement","Procurement","Procurement","","Reed & Associates - C-OPC-23683_TA001","","Procurement Files",,"Reed & Associates","C-OPC-23683_TA001","","PROC-0185-3210","2/8/11","","GMD037503","1"
6533894,"GMD037504.pdf","GMD037504.pdf","Procurement","Procurement","Procurement","","Selene Finance LP - DU100G-14-C-04","","Procurement Files",,"Selene Finance LP","DU100G-14-C-04","","PROC-0185-0167","2/13/14","","GMD037504","1"
3888172,"GMD037505.pdf","GMD037505.pdf","Procurement","Procurement","Procurement","","Software Tech Enteprise Incorporated - DU100G-13-D-02","","Procurement Files",,"Software Tech Enteprise Incorporated","DU100G-13-D-02","","PROC-0185-0734","10/31/13","","GMD037505","1"
7952915,"GMD037506.pdf","GMD037506.pdf","Procurement","Procurement","Procurement","","The Bank of New York Mellon - C-OPC-23287","","Procurement Files",,"The Bank of New York Mellon","C-OPC-23287","","","4/1/09","","GMD037506","1"
3370337,"GMD037507.pdf","GMD037507.pdf","Procurement","Procurement","Procurement","","The Leonard Resource Group, Inc - C-OPC-23915","","Procurement Files",,"The Leonard Resource Group, Inc","C-OPC-23915","","PROC-0185-0434","1/23/12","","GMD037507","1"
1256830,"GMD037508.pdf","GMD037508.pdf","Procurement","Procurement","Procurement","","University of Chicago - DU100G-13-P-0003","","Procurement Files",,"University of Chicago","DU100G-13-P-0003","","PROC-0185-2745","11/16/12","","GMD037508","1"
94700,"GMD037509.pdf","GMD037509.pdf","Procurement","Procurement","Procurement","","Williams Adley Company - C-OPC-23688_TA001","","Procurement Files",,"Williams Adley Company","C-OPC-23688_TA001","","PROC-0185-3334","2/8/11","","GMD037509","1"
3445270,"GMD037510.pdf","GMD037510.pdf","Procurement","Procurement","Procurement","","Williams Adley Company - GS-23F-8184H_1","","Procurement Files",,"Williams Adley Company","GS-23F-8184H_1","","PROC-0185-2159","12/14/12","","GMD037510","1"
