"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","oipmroot:category","oipmroot:date","oipmroot:department","oipmroot:library","oipmroot:issuerNumber","oipmroot:issuerName","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
7914492,"GMD021512.pdf","GMD021512.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Guide to Underwriting with Desktop Underwriter","MISC","Oct-97","","MLTF","","","","GMD021512","1"
54826651,"GMD021500.pdf","GMD021500.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Center Contract File GNMA 00-MF-01","MISC","7/17/2000","","MLTF","","","","GMD021500","1"
9042425,"GMD021510.pdf","GMD021510.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage-Backed Securities Accounting Manual","MISC","Aug-00","","MLTF","","","","GMD021510","1"
5896198,"GMD021511.pdf","GMD021511.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Electronic Data Interchange (EDI) Implementation Guide","MISC","3/1/1998","","MLTF","","","","GMD021511","1"
26392880,"GMD021513.pdf","GMD021513.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Acquisition Planning ACQI7505 - Participant Guide - Version 3.2","MISC","2009","","MLTF","","","","GMD021513","1"
13575186,"GMD021515.pdf","GMD021515.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Preservation: Now and in the Future - National Affordable Rental Housing Symposium","MISC","05/23 - 05/24/2007","","MLTF","","","","GMD021515","1"
6289069,"GMD021516.pdf","GMD021516.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","School of Executive Education: The Future of Structured Transactions - Instructor - LED Programs","MISC","09/19-09/20/2007","","MLTF","","","","GMD021516","1"
1231383,"GMD021514.pdf","GMD021514.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae RFQ R-OPC-23208 Financial Industry/Media Marketing Services","MISC","12/4/2007","","MLTF","","","","GMD021514","1"
12223670,"GMD021517.pdf","GMD021517.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","MBA's Commercial/Multifamily Capital Markets Conference 2007 - Conference Notebook","MISC","11/29-11/30/2007","","MLTF","","","","GMD021517","1"
857006,"GMD021519.pdf","GMD021519.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","ITAP - LaKevia Waller","MISC","10/2/2008","","MLTF","","","","GMD021519","1"
9336827,"GMD021518.pdf","GMD021518.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Materials Provided to Glauber by Tim Bitsberger","MISC","9/28/2006","","MLTF","","","","GMD021518","1"
16099621,"GMD021520.pdf","GMD021520.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Legal Background for Legal Modification","MISC","3/4/1997","","MLTF","","","","GMD021520","1"
5068433,"GMD021521.pdf","GMD021521.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Letters 2008","MISC","2008","","MLTF","","","","GMD021521","1"
5276803,"GMD021522.pdf","GMD021522.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Letters/Memos 2010","MISC","2010","","MLTF","","","","GMD021522","1"
7861806,"GMD021523.pdf","GMD021523.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Letters 2009","MISC","2009","","MLTF","","","","GMD021523","1"
9011627,"GMD021524.pdf","GMD021524.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage Backed Securities Accounting Manual","MISC","Aug-00","","MLTF","","","","GMD021524","1"
10035633,"GMD021525.pdf","GMD021525.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Office of Mortgage - Backed Securities = Operating Procedures","MISC","10/12/2005","","MLTF","","","","GMD021525","1"
31024016,"GMD021526.pdf","GMD021526.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Desk Manual","MISC","","","MLTF","","","","GMD021526","1"
23069142,"GMD021527.pdf","GMD021527.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","User Manual - Independent Public Accountant (IPA) Reporting Review System","MISC","7/28/2006","","MLTF","","","","GMD021527","1"
23706527,"GMD021504.pdf","GMD021504.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Continuity of Operations Plan (COOP) Version XI","MISC","2/28/2006","","MLTF","","","","GMD021504","1"
1298201,"GMD021505.pdf","GMD021505.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","FHA's Accelerated Claim Disposition (ACD) Demonstration Program, Total Scorecard, Home Equity Conversion Mortgages (HECM'S), FHA Loss","MISC","5/12/2004","","MLTF","","","","GMD021505","1"
3548665,"GMD021506.pdf","GMD021506.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Continuity of Operations Plan (COOP) - Management Drive Away Protocol","MISC","2/28/2006","","MLTF","","","","GMD021506","1"
25456759,"GMD021507.pdf","GMD021507.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Report of the Special Examination of Fannie Mae - OFHEO","MISC","May-06","","MLTF","","","","GMD021507","1"
10306230,"GMD021509.pdf","GMD021509.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage - Backed Securities Accounting Manual","MISC","Aug-00","","MLTF","","","","GMD021509","1"
10422978,"GMD021508.pdf","GMD021508.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage - Backed Securities Accounting Manual","MISC","Aug-00","","MLTF","","","","GMD021508","1"
47805588,"GMD021528.pdf","GMD021528.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Single Family and Multifamily Loan Level Scoring Model - Models Development And Technical Documentation","MISC","6/15/2005","","MLTF","","","","GMD021528","1"
23596565,"GMD021529.pdf","GMD021529.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Continuity of Operations Plan (COOP) Version XI","MISC","2/28/2006","","MLTF","","","","GMD021529","1"
27857791,"GMD021530.pdf","GMD021530.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Issuer Default Analysis - Government National Mortgage Association - Contract Number: GNMA-99-PA-01","MISC","","","MLTF","","","","GMD021530","1"
190677911,"GMD021531.pdf","GMD021531.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Training Material - Ginnie Mae MBS Reports","MISC","6/4/2010","","MLTF","","","","GMD021531","1"
67653596,"GMD021501.pdf","GMD021501.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GNMA I GUIDE - January 1989","MISC","Jan-89","","MLTF","","","","GMD021501","1"
2912907,"GMD021502.pdf","GMD021502.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GNMA I GUIDE - December 1969","MISC","Dec-69","","MLTF","","","","GMD021502","1"
23133840,"GMD021503.pdf","GMD021503.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GNMA I GUIDE - September 1973","MISC","Sep-73","","MLTF","","","","GMD021503","1"
8178182,"GMD021532.pdf","GMD021532.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Basel II and IA - Framework, Issues and Opportunities","MISC","12/13/2006","","MLTF","","","","GMD021532","1"
14495998,"GMD021533.pdf","GMD021533.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Western Mortgage Advisory Council presents the 9th Annual Western HUD Lenders Conference","MISC","04/28/2008 - 04/30/2008","","MLTF","","","","GMD021533","1"
10252263,"GMD021534.pdf","GMD021534.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Level II COR/COTR Inspector Workshop","MISC","Jun-00","","MLTF","","","","GMD021534","1"
6835250,"GMD021536.pdf","GMD021536.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Analysis of a Ginnie Mae Program Involving RHS Section 538 Guaranteed Rural Rental Housing Program Loans","MISC","11/1/2002","","MLTF","","","","GMD021536","1"
3755063,"GMD021537.pdf","GMD021537.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Projects Under Construction Vol. 4 Griffin","MISC","3/9/2006","","MLTF","","","","GMD021537","1"
19876137,"GMD021535.pdf","GMD021535.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","RHS Section 538 Revisions to Ginnie Mae Guide 5500.3","MISC","7/1/2003","","MLTF","","","","GMD021535","1"
12268066,"GMD021538.pdf","GMD021538.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Projects Under Construction Vol. II P. Griffin","MISC","7/13/2005","","MLTF","","","","GMD021538","1"
22283532,"GMD021541.pdf","GMD021541.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2008 Multifamily Hub Directors Conference May 21-23","MISC","05/21/2008 - 05/23/2008","","MLTF","","","","GMD021541","1"
7165144,"GMD021539.pdf","GMD021539.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Proposed Revisions to the Ginnie Mae Guide Related to Pooling of RHS 538 Guaranteed Rural Rental Housing Program Loans","MISC","9/3/2003","","MLFT","","","","GMD021539","1"
22581200,"GMD021540.pdf","GMD021540.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","FHA Health Care Facilities 2006 Lender Training: Financing America's Hospitals Today FHA Section 242 Mortgage Insurance for Hospitals","MISC","12/07/2006 - 12/08/2006","","MLTF","","","","GMD021540","1"
5772763,"GMD021542.pdf","GMD021542.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Civil Action No. 3-06-CV0575-P ECF - Merrill Lynch, Pierce, Fenner & Smith, P.C. vs Greystone Servicing, Inc. and South Side Plaza 455 LTD., LLP","MISC","3/30/2006","","MLTF","","","","GMD021542","1"
913716,"GMD021543.pdf","GMD021543.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Inflation Compensation 2007","MISC","2007","","MLTF","","","","GMD021543","1"
13986903,"GMD021544.pdf","GMD021544.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","SEC Memos","MISC","2008 - 2009","","MLTF","","","","GMD021544","1"
3878186,"GMD021545.pdf","GMD021545.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Commitment Authority","MISC","Dec-03","","MLTF","","","","GMD021545","1"
604384,"GMD021546.pdf","GMD021546.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Status Report - Issuer Financial Statement Review: For the Period from July 1, 2008 through September 30, 2008 - Task Order No. C-OPC-23108","MISC","11/24/2008","","MLTF","","","","GMD021546","1"
3508717,"GMD021549.pdf","GMD021549.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Certificates of Liability Insurance","MISC","5/28/2010","","MLTF","","","","GMD021549","1"
1778174,"GMD021550.pdf","GMD021550.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Monthly Project Status Report - March 2009 - Government National Mortgage Association Contract Number: C-OPC-22592","MISC","Mar-09","","MLTF","","","","GMD021550","1"
1506225,"GMD021551.pdf","GMD021551.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Correspondence and Reports","MISC","2008","","MLTF","","","","GMD021551","1"
4699926,"GMD021547.pdf","GMD021547.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Financial Statements","MISC","2006","","MLTF","","","","GMD021547","1"
4815064,"GMD021548.pdf","GMD021548.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Certificates of Liability Insurance","MISC","6/12/2008","","MLTF","","","","GMD021548","1"
1808368,"GMD021552.pdf","GMD021552.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Capstone Realty Advisors, LLC","MISC","Jul-05","","MLTF","","","","GMD021552","1"
3578026,"GMD021569.pdf","GMD021569.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Meeting with OMB and Treasury - Erosion of Ginnie Mae Market Share: Causes and Potential Solutions","MISC","4/28/2000","","MLTF","","","","GMD021569","1"
2659478,"GMD021553.pdf","GMD021553.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Pulte Mortgage, LLC","MISC","Jul-05","","MLTF","","","","GMD021553","1"
1565239,"GMD021554.pdf","GMD021554.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Branch Banking & Trust Co","MISC","Jul-05","","MLTF","","","","GMD021554","1"
1078404,"GMD021555.pdf","GMD021555.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GMAC Commercial Mortgage Bank","MISC","Jul-05","","MLTF","","","","GMD021555","1"
2156581,"GMD021556.pdf","GMD021556.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Netbank","MISC","Jul-05","","MLTF","","","","GMD021556","1"
1833741,"GMD021557.pdf","GMD021557.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Citibank","MISC","Jul-05","","MLTF","","","","GMD021557","1"
1288868,"GMD021558.pdf","GMD021558.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Alaska USA Federal Credit Union","MISC","Jul-05","","MLTF","","","","GMD021558","1"
21166981,"GMD021570.pdf","GMD021570.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Touchstone Financial Group - A Case For Change: Proposed Organization Design for Ginnie Mae","MISC","7/14/2000","","MLTF","","","","GMD021570","1"
1517218,"GMD021559.pdf","GMD021559.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Agstar Bank, FSB","MISC","Jul-05","","MLTF","","","","GMD021559","1"
2070033,"GMD021560.pdf","GMD021560.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Love Funding Corp.","MISC","Jul-05","","MLTF","","","","GMD021560","1"
2221979,"GMD021561.pdf","GMD021561.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Prairie Mortgage Co.","MISC","Jul-05","","MLTF","","","","GMD021561","1"
1725590,"GMD021562.pdf","GMD021562.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Countrywide dba Landscape Servicing","MISC","Jul-05","","MLTF","","","","GMD021562","1"
1942430,"GMD021563.pdf","GMD021563.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","PHH Mortgage Corp.","MISC","Jul-05","","MLTF","","","","GMD021563","1"
1886415,"GMD021564.pdf","GMD021564.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Flagstar Bank, FSB","MISC","Jul-05","","MLTF","","","","GMD021564","1"
1770100,"GMD021565.pdf","GMD021565.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Key Corp Real Estate Capital Markets, Inc.","MISC","Jul-05","","MLTF","","","","GMD021565","1"
2410837,"GMD021566.pdf","GMD021566.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GMAC Commercial Mortgage Corp.","MISC","Jul-05","","MLTF","","","","GMD021566","1"
9748792,"GMD021576.pdf","GMD021576.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily General Correspondence","MISC","2006","","MLTF","","","","GMD021576","1"
1392605,"GMD021567.pdf","GMD021567.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Folder 116 - Cash Receipt Vouchers","MISC","2005","","MLTF","","","","GMD021567","1"
4221169,"GMD021571.pdf","GMD021571.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Alternatives and Recommendations - Contract Number: C-NYC-00899","MISC","6/27/2006","","MLTF","","","","GMD021571","1"
196910,"GMD021568.pdf","GMD021568.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Folder 119 - Cash Receipt Vouchers","MISC","2005","","MLTF","","","","GMD021568","1"
1846923,"GMD021572.pdf","GMD021572.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Request for Office of General Counsel Action","MISC","8/23/2004","","MLTF","","","","GMD021572","1"
1312222,"GMD021573.pdf","GMD021573.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GNMA Hospital Loans","MISC","10/3/2006","","MLTF","","","","GMD021573","1"
2955277,"GMD021574.pdf","GMD021574.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Multifamily Training - Claims for Reimbursement - Ginnie Mae Multifamily Training and Issurer Rountable Claims for Reimbursement Procedures - Workbook and Case Study","MISC","6/18/2003","","MLTF","","","","GMD021574","1"
1762185,"GMD021575.pdf","GMD021575.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CSFB - Multifamily Trading Desk - Presentation to Ginnie Mae","MISC","6/12/2003","","MLTF","","","","GMD021575","1"
70999437,"GMD021577.pdf","GMD021577.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Correspondence, Memos, Reports and Presentations","MISC","","","MLTF","","","","GMD021577","1"
3026621,"GMD021578.pdf","GMD021578.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Mortgage Letter 94-17","MISC","4/6/1994","","MLTF","","","","GMD021578","1"
18036677,"GMD021579.pdf","GMD021579.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage Bankers Association - Commercial Real Estate Finance/Multifamily Housing Conference","MISC","2/7/2000","","MLTF","","","","GMD021579","1"
36415363,"GMD021580.pdf","GMD021580.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage Bankers Association - Construction Loan Pooling & Servicing","MISC","6/21/2001","","MLTF","","","","GMD021580","1"
6048751,"GMD021581.pdf","GMD021581.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CREF Conference","MISC","2006","","MLTF","","","","GMD021581","1"
296033,"GMD021582.pdf","GMD021582.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","2010 Section 242 REMIC Eligible Updates","MISC","2010","","MLTF","","","","GMD021582","1"
523382,"GMD021583.pdf","GMD021583.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Guaranteed Rural Rental Housing Program (Section 538) & Ginnie Mae - Mortgage Bankers Association / CREF Ginnie Mae Correspondents Meeting","MISC","2/3/2010","","MLTF","","","","GMD021583","1"
7312565,"GMD021584.pdf","GMD021584.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Multifamily Program - 2010 MBA CREF / Multifamily Housing Convention and Expo","MISC","Feb-10","","MLTF","","","","GMD021584","1"
64630427,"GMD021586.pdf","GMD021586.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Presentations, Memos and Literature","MISC","","","MLTF","","","","GMD021586","1"
10372805,"GMD021585.pdf","GMD021585.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Securing the Future of Multifamily Housing - Ginnie Mae Multifamily Program - CREF Conference","MISC","Feb-07","","MLTF","","","","GMD021585","1"
75706663,"GMD021587.pdf","GMD021587.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Findings, Reports, Presentations and Literature","MISC","","","MLTF","","","","GMD021587","1"
63382358,"GMD021588.pdf","GMD021588.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Investors Symposium - Fixed Income Investment Outlook","MISC","3/25/2003","","MLTF","","","","GMD021588","1"
14075783,"GMD021591.pdf","GMD021591.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Data - Quarterly","MISC","","","MLTF","","","","GMD021591","1"
7221771,"GMD021592.pdf","GMD021592.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Correspondence, Memos and Reports","MISC","","","MLTF","","","","GMD021592","1"
12698963,"GMD021593.pdf","GMD021593.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Correspondence, Reports, Presentations and Memos","MISC","2010","","MLTF","","","","GMD021593","1"
7147283,"GMD021589.pdf","GMD021589.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Federal National Mortgage Association (Fannie Mae) as Issuer, Master, Servicer, Guarantor and Trustee - Multifamily Master Trust Agreement for Guaranteed Mortgage Pass-Through Certificates","MISC","9/1/2007","","MLTF","","","","GMD021589","1"
57958748,"GMD021590.pdf","GMD021590.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Mortgage Bankers Association - Construction Loan Pooling & Servicing","MISC","6/21/2001","","MLTF","","","","GMD021590","1"
40944390,"GMD021594.pdf","GMD021594.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Consolidated Financial Statements, Financial Analysis and other related documentations","MISC","","","MLTF","","","","GMD021594","1"
6440903,"GMD021595.pdf","GMD021595.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","RHA Prospectus","MISC","4/1/2005","","MLTF","","","","GMD021595","1"
21137,"GMD021596.pdf","GMD021596.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Transfer of Issuer Responsibility","MISC","","","MLTF","","","","GMD021596","1"
1523968,"GMD021597.pdf","GMD021597.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Prospectus - Ginnie Mae I","MISC","","","MLTF","","","","GMD021597","1"
5007607,"GMD021599.pdf","GMD021599.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Nomura Prepayment Reports","MISC","5/12/2003","","MLTF","","","","GMD021599","1"
8720714,"GMD021598.pdf","GMD021598.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","PMI 2003","MISC","4/16/2003","","MLTF","","","","GMD021598","1"
8448719,"GMD021600.pdf","GMD021600.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Transfers","MISC","","","MLTF","","","","GMD021600","1"
323956,"GMD021601.pdf","GMD021601.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","New Issuer Approval Process","MISC","","","MLTF","","","","GMD021601","1"
42464793,"GMD021603.pdf","GMD021603.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Construction Loan Training","MISC","","","MLTF","","","","GMD021603","1"
2000594,"GMD021602.pdf","GMD021602.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Multifamily Transitional Housing for Homeless Veterans","MISC","","","MLTF","","","","GMD021602","1"
26808782,"GMD021604.pdf","GMD021604.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Sample CL/PN Pool Docs","MISC","6/4/2002","","MLTF","","","","GMD021604","1"
28425639,"GMD021605.pdf","GMD021605.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Market to Market Reports and Memos","MISC","2000","","MLTF","","","","GMD021605","1"
5303132,"GMD021606.pdf","GMD021606.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Secondary Mortgage Market - Strategies, Tactics & Analytical Techniques","MISC","2007","","MLTF","","","","GMD021606","1"
3573359,"GMD021607.pdf","GMD021607.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Evolution of the US Housing Finance System: A Historical Survey and Lessons for Emerging Mortgage Markets","MISC","Apr-06","","MLTF","","","","GMD021607","1"
6112874,"GMD021608.pdf","GMD021608.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","An Introduction to Commercial Mortgage Backed Securities (CMBS)","MISC","","","MLTF","","","","GMD021608","1"
5136289,"GMD021609.pdf","GMD021609.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","CMBS 001: An Introduction for Borrowers","MISC","","","MLTF","","","","GMD021609","1"
1818104,"GMD021610.pdf","GMD021610.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginne Mae Document Management System Training May 2006","MISC","May-06","","MLTF","","","","GMD021610","1"
6100638,"GMD021613.pdf","GMD021613.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae Enterprise Portal - Ginnie Mae Business Objects - Training Guide","MISC","4/7/2010","","MLTF","","","","GMD021613","1"
1214524,"GMD021611.pdf","GMD021611.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Ginnie Mae eDMS User Guide - Government National Mortgage Association Contract Number: GNMA-99-PA-01","MISC","","","MLTF","","","","GMD021611","1"
5970595,"GMD021616.pdf","GMD021616.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","GinnieNET on the Web: Multifamily Pool Processing Training Guide","MISC","Aug-06","","MLTF","","","","GMD021616","1"
14737518,"GMD021614.pdf","GMD021614.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Commercial Real Estate Mortgage Servicing","MISC","1997","","MLTF","","","","GMD021614","1"
7215005,"GMD021615.pdf","GMD021615.pdf","MISC MultiFamily","MISC MultiFamily","MISC MultiFamily","","Real Estate Law","MISC","1999","","MLTF","","","","GMD021615","1"
